north_american_product_classification_system_napcs,principal_trading_partners,geo,year_month,import,export
"Farm, fishing and intermediate food products [C11]",China,Northwest Territories,2018,0,0
"Farm, fishing and intermediate food products [C11]",China,Northwest Territories,2019,0,0
"Farm, fishing and intermediate food products [C11]",China,Northwest Territories,2020,0,0
"Farm, fishing and intermediate food products [C11]",China,Nova Scotia,2017,165,183555
"Farm, fishing and intermediate food products [C11]",China,Nova Scotia,2018,693,273617
"Farm, fishing and intermediate food products [C11]",China,Nova Scotia,2019,815,481737
"Farm, fishing and intermediate food products [C11]",China,Nova Scotia,2020,417,383525
"Farm, fishing and intermediate food products [C11]",China,Nunavut,2017,0,0
"Farm, fishing and intermediate food products [C11]",China,Nunavut,2018,0,0
"Farm, fishing and intermediate food products [C11]",China,Nunavut,2019,0,0
"Farm, fishing and intermediate food products [C11]",China,Nunavut,2020,0,0
"Farm, fishing and intermediate food products [C11]",China,Ontario,2017,140335,439812
"Farm, fishing and intermediate food products [C11]",China,Ontario,2018,138760,1035403
"Farm, fishing and intermediate food products [C11]",China,Ontario,2019,147454,201910
"Farm, fishing and intermediate food products [C11]",China,Ontario,2020,176482,294592
"Farm, fishing and intermediate food products [C11]",China,Prince Edward Island,2017,0,4046
"Farm, fishing and intermediate food products [C11]",China,Prince Edward Island,2018,0,3725
"Farm, fishing and intermediate food products [C11]",China,Prince Edward Island,2019,0,3377
"Farm, fishing and intermediate food products [C11]",China,Prince Edward Island,2020,0,5189
"Farm, fishing and intermediate food products [C11]",China,Quebec,2017,56318,128262
"Farm, fishing and intermediate food products [C11]",China,Quebec,2018,59925,377131
"Farm, fishing and intermediate food products [C11]",China,Quebec,2019,78768,39921
"Farm, fishing and intermediate food products [C11]",China,Quebec,2020,69973,126823
"Farm, fishing and intermediate food products [C11]",China,Saskatchewan,2017,184,2597799
"Farm, fishing and intermediate food products [C11]",China,Saskatchewan,2018,302,3605919
"Farm, fishing and intermediate food products [C11]",China,Saskatchewan,2019,1045,2019494
"Farm, fishing and intermediate food products [C11]",China,Saskatchewan,2020,4273,3239444
"Farm, fishing and intermediate food products [C11]",China,Yukon,2017,0,0
"Farm, fishing and intermediate food products [C11]",China,Yukon,2018,0,0
"Farm, fishing and intermediate food products [C11]",China,Yukon,2019,0,0
"Farm, fishing and intermediate food products [C11]",China,Yukon,2020,0,0
"Farm, fishing and intermediate food products [C11]",France,Alberta,2017,1737,103729
"Farm, fishing and intermediate food products [C11]",France,Alberta,2018,1674,66874
"Farm, fishing and intermediate food products [C11]",France,Alberta,2019,908,96915
"Farm, fishing and intermediate food products [C11]",France,Alberta,2020,611,179633
"Farm, fishing and intermediate food products [C11]",France,British Columbia,2017,4619,7316
"Farm, fishing and intermediate food products [C11]",France,British Columbia,2018,5423,5546
"Farm, fishing and intermediate food products [C11]",France,British Columbia,2019,9108,7064
"Farm, fishing and intermediate food products [C11]",France,British Columbia,2020,8692,5377
"Farm, fishing and intermediate food products [C11]",France,Canada,2017,77449,387398
"Farm, fishing and intermediate food products [C11]",France,Canada,2018,91435,260880
"Farm, fishing and intermediate food products [C11]",France,Canada,2019,92358,458342
"Farm, fishing and intermediate food products [C11]",France,Canada,2020,98886,760018
"Farm, fishing and intermediate food products [C11]",France,Manitoba,2017,813,38797
"Farm, fishing and intermediate food products [C11]",France,Manitoba,2018,556,26038
"Farm, fishing and intermediate food products [C11]",France,Manitoba,2019,229,50538
"Farm, fishing and intermediate food products [C11]",France,Manitoba,2020,369,96860
"Farm, fishing and intermediate food products [C11]",France,New Brunswick,2017,138,4600
"Farm, fishing and intermediate food products [C11]",France,New Brunswick,2018,179,3392
"Farm, fishing and intermediate food products [C11]",France,New Brunswick,2019,136,2322
"Farm, fishing and intermediate food products [C11]",France,New Brunswick,2020,562,496
"Farm, fishing and intermediate food products [C11]",France,Newfoundland and Labrador,2017,0,616
"Farm, fishing and intermediate food products [C11]",France,Newfoundland and Labrador,2018,0,619
"Farm, fishing and intermediate food products [C11]",France,Newfoundland and Labrador,2019,110,1140
"Farm, fishing and intermediate food products [C11]",France,Newfoundland and Labrador,2020,0,2139
"Farm, fishing and intermediate food products [C11]",France,Northwest Territories,2017,0,0
"Farm, fishing and intermediate food products [C11]",France,Northwest Territories,2018,0,0
"Farm, fishing and intermediate food products [C11]",France,Northwest Territories,2019,0,0
"Farm, fishing and intermediate food products [C11]",France,Northwest Territories,2020,0,0
"Farm, fishing and intermediate food products [C11]",France,Nova Scotia,2017,3142,8210
"Farm, fishing and intermediate food products [C11]",France,Nova Scotia,2018,2926,7867
"Farm, fishing and intermediate food products [C11]",France,Nova Scotia,2019,2499,13288
"Farm, fishing and intermediate food products [C11]",France,Nova Scotia,2020,1923,19164
"Farm, fishing and intermediate food products [C11]",France,Nunavut,2017,0,0
"Farm, fishing and intermediate food products [C11]",France,Nunavut,2018,0,0
"Farm, fishing and intermediate food products [C11]",France,Nunavut,2019,0,0
"Farm, fishing and intermediate food products [C11]",France,Nunavut,2020,0,0
"Farm, fishing and intermediate food products [C11]",France,Ontario,2017,32033,9931
"Farm, fishing and intermediate food products [C11]",France,Ontario,2018,35889,10685
"Farm, fishing and intermediate food products [C11]",France,Ontario,2019,38077,24591
"Farm, fishing and intermediate food products [C11]",France,Ontario,2020,42219,22219
"Farm, fishing and intermediate food products [C11]",France,Prince Edward Island,2017,0,110
"Farm, fishing and intermediate food products [C11]",France,Prince Edward Island,2018,0,559
"Farm, fishing and intermediate food products [C11]",France,Prince Edward Island,2019,0,163
"Farm, fishing and intermediate food products [C11]",France,Prince Edward Island,2020,0,1485
"Farm, fishing and intermediate food products [C11]",France,Quebec,2017,34859,44593
"Farm, fishing and intermediate food products [C11]",France,Quebec,2018,44711,33532
"Farm, fishing and intermediate food products [C11]",France,Quebec,2019,39493,65646
"Farm, fishing and intermediate food products [C11]",France,Quebec,2020,43430,54157
"Farm, fishing and intermediate food products [C11]",France,Saskatchewan,2017,106,169490
"Farm, fishing and intermediate food products [C11]",France,Saskatchewan,2018,74,105742
"Farm, fishing and intermediate food products [C11]",France,Saskatchewan,2019,1799,196660
"Farm, fishing and intermediate food products [C11]",France,Saskatchewan,2020,1075,378487
"Farm, fishing and intermediate food products [C11]",France,Yukon,2017,0,5
"Farm, fishing and intermediate food products [C11]",France,Yukon,2018,0,21
"Farm, fishing and intermediate food products [C11]",France,Yukon,2019,0,11
"Farm, fishing and intermediate food products [C11]",France,Yukon,2020,0,0
"Farm, fishing and intermediate food products [C11]",Germany,Alberta,2017,4426,26775
"Farm, fishing and intermediate food products [C11]",Germany,Alberta,2018,3797,17191
"Farm, fishing and intermediate food products [C11]",Germany,Alberta,2019,2700,53256
"Farm, fishing and intermediate food products [C11]",Germany,Alberta,2020,1238,89800
"Farm, fishing and intermediate food products [C11]",Germany,British Columbia,2017,6880,1838
"Farm, fishing and intermediate food products [C11]",Germany,British Columbia,2018,7907,3194
"Farm, fishing and intermediate food products [C11]",Germany,British Columbia,2019,7994,2442
"Farm, fishing and intermediate food products [C11]",Germany,British Columbia,2020,6340,3049
"Farm, fishing and intermediate food products [C11]",Germany,Canada,2017,58744,243259
"Farm, fishing and intermediate food products [C11]",Germany,Canada,2018,62648,147800
"Farm, fishing and intermediate food products [C11]",Germany,Canada,2019,67118,318227
"Farm, fishing and intermediate food products [C11]",Germany,Canada,2020,55897,400088
"Farm, fishing and intermediate food products [C11]",Germany,Manitoba,2017,2057,11952
"Farm, fishing and intermediate food products [C11]",Germany,Manitoba,2018,2628,7047
"Farm, fishing and intermediate food products [C11]",Germany,Manitoba,2019,2867,22820
"Farm, fishing and intermediate food products [C11]",Germany,Manitoba,2020,2687,41596
"Farm, fishing and intermediate food products [C11]",Germany,New Brunswick,2017,68,40
"Farm, fishing and intermediate food products [C11]",Germany,New Brunswick,2018,251,216
"Farm, fishing and intermediate food products [C11]",Germany,New Brunswick,2019,170,216
"Farm, fishing and intermediate food products [C11]",Germany,New Brunswick,2020,96,549
"Farm, fishing and intermediate food products [C11]",Germany,Newfoundland and Labrador,2017,0,0
"Farm, fishing and intermediate food products [C11]",Germany,Newfoundland and Labrador,2018,0,0
"Farm, fishing and intermediate food products [C11]",Germany,Newfoundland and Labrador,2019,0,59
"Farm, fishing and intermediate food products [C11]",Germany,Newfoundland and Labrador,2020,0,143
"Farm, fishing and intermediate food products [C11]",Germany,Northwest Territories,2017,0,0
"Farm, fishing and intermediate food products [C11]",Germany,Northwest Territories,2018,0,0
"Farm, fishing and intermediate food products [C11]",Germany,Northwest Territories,2019,0,17
"Farm, fishing and intermediate food products [C11]",Germany,Northwest Territories,2020,0,0
"Farm, fishing and intermediate food products [C11]",Germany,Nova Scotia,2017,255,3446
"Farm, fishing and intermediate food products [C11]",Germany,Nova Scotia,2018,396,2501
"Farm, fishing and intermediate food products [C11]",Germany,Nova Scotia,2019,736,3613
"Farm, fishing and intermediate food products [C11]",Germany,Nova Scotia,2020,1004,2600
"Farm, fishing and intermediate food products [C11]",Germany,Nunavut,2017,0,0
"Farm, fishing and intermediate food products [C11]",Germany,Nunavut,2018,0,0
"Farm, fishing and intermediate food products [C11]",Germany,Nunavut,2019,0,0
"Farm, fishing and intermediate food products [C11]",Germany,Nunavut,2020,0,0
"Farm, fishing and intermediate food products [C11]",Germany,Ontario,2017,31227,100321
"Farm, fishing and intermediate food products [C11]",Germany,Ontario,2018,31049,22847
"Farm, fishing and intermediate food products [C11]",Germany,Ontario,2019,36528,61306
"Farm, fishing and intermediate food products [C11]",Germany,Ontario,2020,30869,20739
"Farm, fishing and intermediate food products [C11]",Germany,Prince Edward Island,2017,0,112
"Farm, fishing and intermediate food products [C11]",Germany,Prince Edward Island,2018,0,44
"Farm, fishing and intermediate food products [C11]",Germany,Prince Edward Island,2019,0,312
"Farm, fishing and intermediate food products [C11]",Germany,Prince Edward Island,2020,12,155
"Farm, fishing and intermediate food products [C11]",Germany,Quebec,2017,12287,53743
"Farm, fishing and intermediate food products [C11]",Germany,Quebec,2018,15509,46790
"Farm, fishing and intermediate food products [C11]",Germany,Quebec,2019,15620,73904
"Farm, fishing and intermediate food products [C11]",Germany,Quebec,2020,13002,53440
"Farm, fishing and intermediate food products [C11]",Germany,Saskatchewan,2017,1548,45020
"Farm, fishing and intermediate food products [C11]",Germany,Saskatchewan,2018,1118,47946
"Farm, fishing and intermediate food products [C11]",Germany,Saskatchewan,2019,507,100242
"Farm, fishing and intermediate food products [C11]",Germany,Saskatchewan,2020,653,187994
"Farm, fishing and intermediate food products [C11]",Germany,Yukon,2017,0,17
"Farm, fishing and intermediate food products [C11]",Germany,Yukon,2018,0,25
"Farm, fishing and intermediate food products [C11]",Germany,Yukon,2019,0,38
"Farm, fishing and intermediate food products [C11]",Germany,Yukon,2020,0,20
"Farm, fishing and intermediate food products [C11]",Hong Kong,Alberta,2017,83,28141
"Farm, fishing and intermediate food products [C11]",Hong Kong,Alberta,2018,140,20279
"Farm, fishing and intermediate food products [C11]",Hong Kong,Alberta,2019,99,9229
"Farm, fishing and intermediate food products [C11]",Hong Kong,Alberta,2020,40,16112
"Farm, fishing and intermediate food products [C11]",Hong Kong,British Columbia,2017,2338,37322
"Farm, fishing and intermediate food products [C11]",Hong Kong,British Columbia,2018,1937,44958
"Farm, fishing and intermediate food products [C11]",Hong Kong,British Columbia,2019,3668,45735
"Farm, fishing and intermediate food products [C11]",Hong Kong,British Columbia,2020,1845,68182
"Farm, fishing and intermediate food products [C11]",Hong Kong,Canada,2017,6991,436098
"Farm, fishing and intermediate food products [C11]",Hong Kong,Canada,2018,5510,368416
"Farm, fishing and intermediate food products [C11]",Hong Kong,Canada,2019,6440,367009
"Farm, fishing and intermediate food products [C11]",Hong Kong,Canada,2020,4027,305715
"Farm, fishing and intermediate food products [C11]",Hong Kong,Manitoba,2017,0,479
"Farm, fishing and intermediate food products [C11]",Hong Kong,Manitoba,2018,0,207
"Farm, fishing and intermediate food products [C11]",Hong Kong,Manitoba,2019,0,35
"Farm, fishing and intermediate food products [C11]",Hong Kong,Manitoba,2020,0,406
"Farm, fishing and intermediate food products [C11]",Hong Kong,New Brunswick,2017,0,1535
"Farm, fishing and intermediate food products [C11]",Hong Kong,New Brunswick,2018,0,23348
"Farm, fishing and intermediate food products [C11]",Hong Kong,New Brunswick,2019,0,10786
"Farm, fishing and intermediate food products [C11]",Hong Kong,New Brunswick,2020,0,8806
"Farm, fishing and intermediate food products [C11]",Hong Kong,Newfoundland and Labrador,2017,0,3461
"Farm, fishing and intermediate food products [C11]",Hong Kong,Newfoundland and Labrador,2018,0,3019
"Farm, fishing and intermediate food products [C11]",Hong Kong,Newfoundland and Labrador,2019,0,1689
"Farm, fishing and intermediate food products [C11]",Hong Kong,Newfoundland and Labrador,2020,0,1497
"Farm, fishing and intermediate food products [C11]",Hong Kong,Northwest Territories,2017,0,0
"Farm, fishing and intermediate food products [C11]",Hong Kong,Northwest Territories,2018,0,0
"Farm, fishing and intermediate food products [C11]",Hong Kong,Northwest Territories,2019,0,0
"Farm, fishing and intermediate food products [C11]",Hong Kong,Northwest Territories,2020,0,0
"Farm, fishing and intermediate food products [C11]",Hong Kong,Nova Scotia,2017,0,53280
"Farm, fishing and intermediate food products [C11]",Hong Kong,Nova Scotia,2018,0,35664
"Farm, fishing and intermediate food products [C11]",Hong Kong,Nova Scotia,2019,0,42228
"Farm, fishing and intermediate food products [C11]",Hong Kong,Nova Scotia,2020,0,15878
"Farm, fishing and intermediate food products [C11]",Hong Kong,Nunavut,2017,0,0
"Farm, fishing and intermediate food products [C11]",Hong Kong,Nunavut,2018,0,0
"Farm, fishing and intermediate food products [C11]",Hong Kong,Nunavut,2019,0,0
"Farm, fishing and intermediate food products [C11]",Hong Kong,Nunavut,2020,0,0
"Farm, fishing and intermediate food products [C11]",Hong Kong,Ontario,2017,4555,266934
"Farm, fishing and intermediate food products [C11]",Hong Kong,Ontario,2018,3315,212879
"Farm, fishing and intermediate food products [C11]",Hong Kong,Ontario,2019,2382,225907
"Farm, fishing and intermediate food products [C11]",Hong Kong,Ontario,2020,2062,164289
"Farm, fishing and intermediate food products [C11]",Hong Kong,Prince Edward Island,2017,0,1206
"Farm, fishing and intermediate food products [C11]",Hong Kong,Prince Edward Island,2018,0,826
"Farm, fishing and intermediate food products [C11]",Hong Kong,Prince Edward Island,2019,0,279
"Farm, fishing and intermediate food products [C11]",Hong Kong,Prince Edward Island,2020,0,276
"Farm, fishing and intermediate food products [C11]",Hong Kong,Quebec,2017,12,8831
"Farm, fishing and intermediate food products [C11]",Hong Kong,Quebec,2018,120,9584
"Farm, fishing and intermediate food products [C11]",Hong Kong,Quebec,2019,292,8092
"Farm, fishing and intermediate food products [C11]",Hong Kong,Quebec,2020,80,10958
"Farm, fishing and intermediate food products [C11]",Hong Kong,Saskatchewan,2017,0,34913
"Farm, fishing and intermediate food products [C11]",Hong Kong,Saskatchewan,2018,0,17654
"Farm, fishing and intermediate food products [C11]",Hong Kong,Saskatchewan,2019,0,23033
"Farm, fishing and intermediate food products [C11]",Hong Kong,Saskatchewan,2020,0,19315
"Farm, fishing and intermediate food products [C11]",Hong Kong,Yukon,2017,0,0
"Farm, fishing and intermediate food products [C11]",Hong Kong,Yukon,2018,0,0
"Farm, fishing and intermediate food products [C11]",Hong Kong,Yukon,2019,0,0
"Farm, fishing and intermediate food products [C11]",Hong Kong,Yukon,2020,0,0
"Farm, fishing and intermediate food products [C11]",India,Alberta,2017,13300,316279
"Farm, fishing and intermediate food products [C11]",India,Alberta,2018,18870,38181
"Farm, fishing and intermediate food products [C11]",India,Alberta,2019,17637,99877
"Farm, fishing and intermediate food products [C11]",India,Alberta,2020,14956,23940
"Farm, fishing and intermediate food products [C11]",India,British Columbia,2017,32730,635
"Farm, fishing and intermediate food products [C11]",India,British Columbia,2018,39766,5870
"Farm, fishing and intermediate food products [C11]",India,British Columbia,2019,47705,6322
"Farm, fishing and intermediate food products [C11]",India,British Columbia,2020,63232,1778
"Farm, fishing and intermediate food products [C11]",India,Canada,2017,246216,937730
"Farm, fishing and intermediate food products [C11]",India,Canada,2018,288201,167628
"Farm, fishing and intermediate food products [C11]",India,Canada,2019,318378,442553
"Farm, fishing and intermediate food products [C11]",India,Canada,2020,358674,733778
"Farm, fishing and intermediate food products [C11]",India,Manitoba,2017,1571,6416
"Farm, fishing and intermediate food products [C11]",India,Manitoba,2018,1244,1280
"Farm, fishing and intermediate food products [C11]",India,Manitoba,2019,1302,1071
"Farm, fishing and intermediate food products [C11]",India,Manitoba,2020,1226,163
"Farm, fishing and intermediate food products [C11]",India,New Brunswick,2017,78,0
"Farm, fishing and intermediate food products [C11]",India,New Brunswick,2018,81,0
"Farm, fishing and intermediate food products [C11]",India,New Brunswick,2019,171,0
"Farm, fishing and intermediate food products [C11]",India,New Brunswick,2020,185,0
"Farm, fishing and intermediate food products [C11]",India,Newfoundland and Labrador,2017,0,0
"Farm, fishing and intermediate food products [C11]",India,Newfoundland and Labrador,2018,0,0
"Farm, fishing and intermediate food products [C11]",India,Newfoundland and Labrador,2019,0,0
"Farm, fishing and intermediate food products [C11]",India,Newfoundland and Labrador,2020,0,0
"Farm, fishing and intermediate food products [C11]",India,Northwest Territories,2017,0,0
"Farm, fishing and intermediate food products [C11]",India,Northwest Territories,2018,0,0
"Farm, fishing and intermediate food products [C11]",India,Northwest Territories,2019,0,0
"Farm, fishing and intermediate food products [C11]",India,Northwest Territories,2020,0,0
"Farm, fishing and intermediate food products [C11]",India,Nova Scotia,2017,1818,50
"Farm, fishing and intermediate food products [C11]",India,Nova Scotia,2018,1531,0
"Farm, fishing and intermediate food products [C11]",India,Nova Scotia,2019,2569,0
"Farm, fishing and intermediate food products [C11]",India,Nova Scotia,2020,2553,0
"Farm, fishing and intermediate food products [C11]",India,Nunavut,2017,0,0
"Farm, fishing and intermediate food products [C11]",India,Nunavut,2018,0,0
"Farm, fishing and intermediate food products [C11]",India,Nunavut,2019,0,0
"Farm, fishing and intermediate food products [C11]",India,Nunavut,2020,0,0
"Farm, fishing and intermediate food products [C11]",India,Ontario,2017,101567,1198
"Farm, fishing and intermediate food products [C11]",India,Ontario,2018,121790,1324
"Farm, fishing and intermediate food products [C11]",India,Ontario,2019,157557,2052
"Farm, fishing and intermediate food products [C11]",India,Ontario,2020,171757,2787
"Farm, fishing and intermediate food products [C11]",India,Prince Edward Island,2017,0,0
"Farm, fishing and intermediate food products [C11]",India,Prince Edward Island,2018,0,0
"Farm, fishing and intermediate food products [C11]",India,Prince Edward Island,2019,0,0
"Farm, fishing and intermediate food products [C11]",India,Prince Edward Island,2020,0,0
"Farm, fishing and intermediate food products [C11]",India,Quebec,2017,94757,3060
"Farm, fishing and intermediate food products [C11]",India,Quebec,2018,104338,3350
"Farm, fishing and intermediate food products [C11]",India,Quebec,2019,90935,3791
"Farm, fishing and intermediate food products [C11]",India,Quebec,2020,103324,4259
"Farm, fishing and intermediate food products [C11]",India,Saskatchewan,2017,391,610092
"Farm, fishing and intermediate food products [C11]",India,Saskatchewan,2018,586,117623
"Farm, fishing and intermediate food products [C11]",India,Saskatchewan,2019,505,329440
"Farm, fishing and intermediate food products [C11]",India,Saskatchewan,2020,1436,700853
"Farm, fishing and intermediate food products [C11]",India,Yukon,2017,0,0
"Farm, fishing and intermediate food products [C11]",India,Yukon,2018,0,0
"Farm, fishing and intermediate food products [C11]",India,Yukon,2019,0,0
"Farm, fishing and intermediate food products [C11]",India,Yukon,2020,0,0
"Farm, fishing and intermediate food products [C11]",Indonesia,Alberta,2017,1399,201285
"Farm, fishing and intermediate food products [C11]",Indonesia,Alberta,2018,609,235932
"Farm, fishing and intermediate food products [C11]",Indonesia,Alberta,2019,1970,231414
"Farm, fishing and intermediate food products [C11]",Indonesia,Alberta,2020,3806,220380
"Farm, fishing and intermediate food products [C11]",Indonesia,British Columbia,2017,14994,2947
"Farm, fishing and intermediate food products [C11]",Indonesia,British Columbia,2018,14077,2614
"Farm, fishing and intermediate food products [C11]",Indonesia,British Columbia,2019,11569,3921
"Farm, fishing and intermediate food products [C11]",Indonesia,British Columbia,2020,17474,3499
"Farm, fishing and intermediate food products [C11]",Indonesia,Canada,2017,116217,586717
"Farm, fishing and intermediate food products [C11]",Indonesia,Canada,2018,108204,727149
"Farm, fishing and intermediate food products [C11]",Indonesia,Canada,2019,107925,824979
"Farm, fishing and intermediate food products [C11]",Indonesia,Canada,2020,95691,820267
"Farm, fishing and intermediate food products [C11]",Indonesia,Manitoba,2017,4538,108250
"Farm, fishing and intermediate food products [C11]",Indonesia,Manitoba,2018,4576,133636
"Farm, fishing and intermediate food products [C11]",Indonesia,Manitoba,2019,3520,146189
"Farm, fishing and intermediate food products [C11]",Indonesia,Manitoba,2020,4024,140593
"Farm, fishing and intermediate food products [C11]",Indonesia,New Brunswick,2017,17,0
"Farm, fishing and intermediate food products [C11]",Indonesia,New Brunswick,2018,20,0
"Farm, fishing and intermediate food products [C11]",Indonesia,New Brunswick,2019,7,0
"Farm, fishing and intermediate food products [C11]",Indonesia,New Brunswick,2020,15,0
"Farm, fishing and intermediate food products [C11]",Indonesia,Newfoundland and Labrador,2017,0,72
"Farm, fishing and intermediate food products [C11]",Indonesia,Newfoundland and Labrador,2018,0,121
"Farm, fishing and intermediate food products [C11]",Indonesia,Newfoundland and Labrador,2019,0,94
"Farm, fishing and intermediate food products [C11]",Indonesia,Newfoundland and Labrador,2020,0,0
"Farm, fishing and intermediate food products [C11]",Indonesia,Northwest Territories,2017,0,0
"Farm, fishing and intermediate food products [C11]",Indonesia,Northwest Territories,2018,0,0
"Farm, fishing and intermediate food products [C11]",Indonesia,Northwest Territories,2019,0,0
"Farm, fishing and intermediate food products [C11]",Indonesia,Northwest Territories,2020,0,0
"Farm, fishing and intermediate food products [C11]",Indonesia,Nova Scotia,2017,1,131
"Farm, fishing and intermediate food products [C11]",Indonesia,Nova Scotia,2018,0,132
"Farm, fishing and intermediate food products [C11]",Indonesia,Nova Scotia,2019,4,132
"Farm, fishing and intermediate food products [C11]",Indonesia,Nova Scotia,2020,7,14
"Farm, fishing and intermediate food products [C11]",Indonesia,Nunavut,2017,0,0
"Farm, fishing and intermediate food products [C11]",Indonesia,Nunavut,2018,0,0
"Farm, fishing and intermediate food products [C11]",Indonesia,Nunavut,2019,0,0
"Farm, fishing and intermediate food products [C11]",Indonesia,Nunavut,2020,0,0
"Farm, fishing and intermediate food products [C11]",Indonesia,Ontario,2017,73636,39002
"Farm, fishing and intermediate food products [C11]",Indonesia,Ontario,2018,73308,55084
"Farm, fishing and intermediate food products [C11]",Indonesia,Ontario,2019,69122,75216
"Farm, fishing and intermediate food products [C11]",Indonesia,Ontario,2020,54622,77574
"Farm, fishing and intermediate food products [C11]",Indonesia,Prince Edward Island,2017,0,1901
"Farm, fishing and intermediate food products [C11]",Indonesia,Prince Edward Island,2018,0,3047
"Farm, fishing and intermediate food products [C11]",Indonesia,Prince Edward Island,2019,0,775
"Farm, fishing and intermediate food products [C11]",Indonesia,Prince Edward Island,2020,0,2211
"Farm, fishing and intermediate food products [C11]",Indonesia,Quebec,2017,21120,7861
"Farm, fishing and intermediate food products [C11]",Indonesia,Quebec,2018,15472,8639
"Farm, fishing and intermediate food products [C11]",Indonesia,Quebec,2019,21482,40088
"Farm, fishing and intermediate food products [C11]",Indonesia,Quebec,2020,14692,72469
"Farm, fishing and intermediate food products [C11]",Indonesia,Saskatchewan,2017,517,225268
"Farm, fishing and intermediate food products [C11]",Indonesia,Saskatchewan,2018,140,287942
"Farm, fishing and intermediate food products [C11]",Indonesia,Saskatchewan,2019,252,327154
"Farm, fishing and intermediate food products [C11]",Indonesia,Saskatchewan,2020,1055,303525
"Farm, fishing and intermediate food products [C11]",Indonesia,Yukon,2017,0,0
"Farm, fishing and intermediate food products [C11]",Indonesia,Yukon,2018,0,0
"Farm, fishing and intermediate food products [C11]",Indonesia,Yukon,2019,0,0
"Farm, fishing and intermediate food products [C11]",Indonesia,Yukon,2020,0,0
"Farm, fishing and intermediate food products [C11]",Iraq,Alberta,2017,0,115
"Farm, fishing and intermediate food products [C11]",Iraq,Alberta,2018,0,28746
"Farm, fishing and intermediate food products [C11]",Iraq,Alberta,2019,0,5549
"Farm, fishing and intermediate food products [C11]",Iraq,Alberta,2020,0,0
"Farm, fishing and intermediate food products [C11]",Iraq,British Columbia,2017,0,0
"Farm, fishing and intermediate food products [C11]",Iraq,British Columbia,2018,0,257
"Farm, fishing and intermediate food products [C11]",Iraq,British Columbia,2019,0,69
"Farm, fishing and intermediate food products [C11]",Iraq,British Columbia,2020,0,0
"Farm, fishing and intermediate food products [C11]",Iraq,Canada,2017,196,1125
"Farm, fishing and intermediate food products [C11]",Iraq,Canada,2018,209,83194
"Farm, fishing and intermediate food products [C11]",Iraq,Canada,2019,74,17627
"Farm, fishing and intermediate food products [C11]",Iraq,Canada,2020,168,1014
"Farm, fishing and intermediate food products [C11]",Iraq,Manitoba,2017,0,0
"Farm, fishing and intermediate food products [C11]",Iraq,Manitoba,2018,0,16089
"Farm, fishing and intermediate food products [C11]",Iraq,Manitoba,2019,0,3479
"Farm, fishing and intermediate food products [C11]",Iraq,Manitoba,2020,0,0
"Farm, fishing and intermediate food products [C11]",Iraq,New Brunswick,2017,0,0
"Farm, fishing and intermediate food products [C11]",Iraq,New Brunswick,2018,0,0
"Farm, fishing and intermediate food products [C11]",Iraq,New Brunswick,2019,0,0
"Farm, fishing and intermediate food products [C11]",Iraq,New Brunswick,2020,0,0
"Farm, fishing and intermediate food products [C11]",Iraq,Newfoundland and Labrador,2017,0,0
"Farm, fishing and intermediate food products [C11]",Iraq,Newfoundland and Labrador,2018,0,0
"Farm, fishing and intermediate food products [C11]",Iraq,Newfoundland and Labrador,2019,0,0
"Farm, fishing and intermediate food products [C11]",Iraq,Newfoundland and Labrador,2020,0,0
"Farm, fishing and intermediate food products [C11]",Iraq,Northwest Territories,2017,0,0
"Farm, fishing and intermediate food products [C11]",Iraq,Northwest Territories,2018,0,0
"Farm, fishing and intermediate food products [C11]",Iraq,Northwest Territories,2019,0,0
"Farm, fishing and intermediate food products [C11]",Iraq,Northwest Territories,2020,0,0
"Farm, fishing and intermediate food products [C11]",Iraq,Nova Scotia,2017,0,0
"Farm, fishing and intermediate food products [C11]",Iraq,Nova Scotia,2018,0,0
"Farm, fishing and intermediate food products [C11]",Iraq,Nova Scotia,2019,0,0
"Farm, fishing and intermediate food products [C11]",Iraq,Nova Scotia,2020,0,0
"Farm, fishing and intermediate food products [C11]",Iraq,Nunavut,2017,0,0
"Farm, fishing and intermediate food products [C11]",Iraq,Nunavut,2018,0,0
"Farm, fishing and intermediate food products [C11]",Iraq,Nunavut,2019,0,0
"Farm, fishing and intermediate food products [C11]",Iraq,Nunavut,2020,0,0
"Farm, fishing and intermediate food products [C11]",Iraq,Ontario,2017,196,424
"Farm, fishing and intermediate food products [C11]",Iraq,Ontario,2018,209,4107
"Farm, fishing and intermediate food products [C11]",Iraq,Ontario,2019,74,1130
"Farm, fishing and intermediate food products [C11]",Iraq,Ontario,2020,168,913
"Farm, fishing and intermediate food products [C11]",Iraq,Prince Edward Island,2017,0,0
"Farm, fishing and intermediate food products [C11]",Iraq,Prince Edward Island,2018,0,8
"Farm, fishing and intermediate food products [C11]",Iraq,Prince Edward Island,2019,0,0
"Farm, fishing and intermediate food products [C11]",Iraq,Prince Edward Island,2020,0,0
"Farm, fishing and intermediate food products [C11]",Iraq,Quebec,2017,0,11
"Farm, fishing and intermediate food products [C11]",Iraq,Quebec,2018,0,871
"Farm, fishing and intermediate food products [C11]",Iraq,Quebec,2019,0,176
"Farm, fishing and intermediate food products [C11]",Iraq,Quebec,2020,0,0
"Farm, fishing and intermediate food products [C11]",Iraq,Saskatchewan,2017,0,574
